YEAR,MONTH_NAME,BEGIN_HOUR,STATE,WFO,TOR_LENGTH,TOR_WIDTH,DURATION_MINUTES,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,HIGH_PROPERTY_DAMAGE
2008,April,23,TEXAS,SJT,4.06,150.0,4,3.0,SSW,31.4378,-100.5176,31.4609,-100.4543,1
2008,April,15,TEXAS,SJT,0.1,50.0,3,2.0,NNW,32.57,-99.94,32.57,-99.94,0
2008,April,7,ALABAMA,HUN,6.52,20.0,7,2.0,SSE,34.6929,-87.6209,34.6544,-87.4817,0
2008,April,8,ALABAMA,HUN,1.56,20.0,5,2.0,ESE,34.8393,-86.8019,34.835,-86.8289,0
2008,April,11,KENTUCKY,LMK,3.14,300.0,3,0.0,NW,36.7529,-85.0845,36.7697,-85.0318,0
2008,April,7,ALABAMA,HUN,0.25,25.0,7,2.0,ENE,34.7664,-87.09,34.769,-87.0871,0
2008,June,19,IOWA,DMX,2.32,75.0,6,2.0,WNW,40.9367,-94.918,40.9614,-94.8878,0
2008,April,23,KANSAS,TOP,3.15,100.0,13,4.0,SW,39.5551,-97.9286,39.5493,-97.87,0
2008,April,0,KANSAS,TOP,0.1,25.0,1,2.0,ENE,39.64,-97.52,39.64,-97.52,0
2008,April,13,TEXAS,SJT,0.1,50.0,3,4.0,S,32.8,-100.46,32.8,-100.46,0
2008,June,19,OHIO,IWX,0.45,100.0,2,3.0,SW,40.9177,-84.465,40.9224,-84.4589,0
2008,April,23,TEXAS,SJT,2.0,100.0,3,4.0,SSE,31.304,-100.152,31.3091,-100.1186,0
2008,April,14,TEXAS,SJT,0.1,50.0,3,2.0,SSE,32.7,-100.44,32.7,-100.44,0
2008,May,12,OHIO,ILN,1.17,20.0,2,3.0,N,39.9716,-83.2657,39.9833,-83.2498,0
2008,May,12,OHIO,ILN,0.59,10.0,2,4.0,WSW,39.984,-83.2487,39.9911,-83.2426,0
2008,April,0,TEXAS,SJT,1.54,125.0,3,4.0,ESE,31.7039,-99.0707,31.7112,-99.0459,1
2008,April,22,TEXAS,SJT,3.67,300.0,7,10.0,NNE,31.422,-100.7376,31.4649,-100.701,0
2008,April,12,VIRGINIA,RNK,0.92,240.0,5,1.0,SW,36.5434,-78.7868,36.5519,-78.774,1
2008,June,20,KANSAS,ICT,16.45,225.0,17,0.0,WNW,38.751,-97.6827,38.8539,-97.4072,1
2008,May,11,ALABAMA,MOB,7.17,100.0,10,1.0,WNW,31.3255,-86.7654,31.392,-86.672,0
2008,May,1,NORTH CAROLINA,GSP,8.85,75.0,13,4.0,W,35.278,-81.0133,35.3204,-80.8652,0
2008,May,6,GEORGIA,FFC,4.78,880.0,6,1.0,N,32.7002,-82.5243,32.73,-82.45,1
2008,May,19,NORTH DAKOTA,BIS,5.55,75.0,15,6.0,SSW,46.7698,-101.4686,46.85,-101.4623,1
2008,May,18,KANSAS,ICT,0.58,50.0,1,1.0,E,37.5332,-95.7937,37.537,-95.7843,0
2008,May,16,KANSAS,ICT,1.03,60.0,1,2.0,SE,37.15,-95.08,37.1505,-95.0613,0
2008,May,16,KANSAS,SGF,2.05,150.0,3,2.0,W,37.1,-95.05,37.1004,-95.0129,0
2008,May,18,NORTH DAKOTA,BIS,4.0,50.0,7,6.0,SW,45.9586,-98.3184,45.9995,-98.2595,0
2008,May,20,KANSAS,ICT,0.38,50.0,1,1.0,N,37.59,-95.47,37.5941,-95.4654,0
2008,May,19,KANSAS,ICT,1.89,75.0,2,2.0,NNE,37.78,-95.45,37.7945,-95.4206,0
2008,May,20,KANSAS,ICT,0.73,60.0,1,2.0,SW,37.6488,-95.505,37.6553,-95.4945,0
2008,May,21,INDIANA,IND,4.5,200.0,5,2.0,ESE,39.8827,-85.8808,39.8994,-85.7961,1
2008,May,18,KANSAS,ICT,0.67,50.0,2,3.0,NNE,37.4908,-95.899,37.4975,-95.8901,0
2008,May,20,KANSAS,ICT,0.64,50.0,1,1.0,E,37.752,-95.1373,37.7585,-95.1289,0
2008,May,17,KANSAS,ICT,0.7,50.0,1,1.0,S,37.36,-96.18,37.3661,-96.1697,0
2008,May,14,ARKANSAS,MEG,0.31,25.0,1,1.0,S,35.4384,-90.2725,35.442,-90.2693,0
2008,May,19,ARKANSAS,LZK,4.41,700.0,4,3.0,SE,34.5018,-91.1369,34.5096,-91.0601,0
2008,May,16,KANSAS,GLD,4.0,75.0,7,4.0,SW,39.0765,-100.5101,39.1335,-100.4977,0
2008,May,16,KANSAS,GLD,6.7,75.0,11,10.0,ESE,39.1335,-100.4977,39.2297,-100.4944,0
2008,May,17,MISSISSIPPI,MEG,0.52,100.0,1,1.0,SSW,34.5087,-89.0342,34.5106,-89.0253,0
2008,May,15,TENNESSEE,MEG,1.37,40.0,2,1.0,NNE,35.96,-89.6665,35.974,-89.6493,0
2008,May,15,KANSAS,GLD,11.0,1760.0,30,15.0,SSE,39.1324,-100.238,39.2868,-100.2564,1
2008,May,9,MISSISSIPPI,JAN,3.46,600.0,4,1.0,ESE,31.1438,-89.4009,31.1659,-89.3484,0
2008,May,7,INDIANA,IND,0.1,10.0,1,1.0,S,39.9615,-85.6236,39.9627,-85.6226,0
2008,May,16,KANSAS,GLD,12.5,300.0,25,3.0,SW,39.7893,-100.56,39.9698,-100.5367,1
2008,May,16,KANSAS,GLD,9.37,300.0,22,4.0,ENE,39.3503,-100.5107,39.4855,-100.5247,1
2008,May,17,KANSAS,GLD,2.0,75.0,5,6.0,ESE,39.4821,-100.4679,39.5107,-100.4641,0
2008,May,16,WYOMING,CYS,24.41,75.0,39,9.0,SW,41.5379,-104.2931,41.8893,-104.3413,0
2008,May,14,KANSAS,GLD,0.5,10.0,1,21.0,SW,38.7351,-100.7559,38.7351,-100.7559,0
2008,May,15,KANSAS,GLD,3.0,50.0,3,12.0,S,38.9563,-100.63,38.9997,-100.63,0
2008,May,16,KANSAS,GLD,3.1,400.0,6,3.0,W,39.5242,-100.621,39.5686,-100.6078,1
2008,May,18,NORTH DAKOTA,BIS,7.9,100.0,14,3.0,W,46.13,-98.1427,46.2434,-98.122,0
2008,May,18,NORTH DAKOTA,BIS,5.64,100.0,10,4.0,NW,46.0609,-98.289,46.13,-98.2262,0
2008,May,18,NEBRASKA,GLD,8.0,400.0,15,4.0,SSW,40.0019,-100.3116,40.1238,-100.2863,1
2008,May,19,NEBRASKA,OAX,0.67,40.0,3,7.0,N,41.677,-96.1729,41.6819,-96.1616,0
2008,May,19,NORTH DAKOTA,BIS,2.12,30.0,5,2.0,NW,46.8505,-101.2099,46.8734,-101.18,0
2008,July,13,NEW MEXICO,ABQ,0.31,30.0,2,3.0,WSW,35.165,-103.647,35.167,-103.642,0
2008,May,14,INDIANA,IND,0.1,10.0,1,2.0,E,38.7194,-87.172,38.7199,-87.1702,0
2008,May,11,ALABAMA,MOB,7.79,100.0,11,3.0,W,31.392,-86.6725,31.4712,-86.5785,1
2008,May,17,NORTH CAROLINA,GSP,0.1,20.0,0,4.0,E,35.3733,-80.5511,35.3733,-80.5511,0
2008,May,3,GEORGIA,FFC,2.1,300.0,9,2.0,WSW,33.1084,-84.8635,33.1247,-84.833,0
2008,May,6,GEORGIA,FFC,1.15,150.0,1,3.0,SSW,32.2599,-82.3897,32.2595,-82.37,1
2008,May,18,NEBRASKA,OAX,1.85,25.0,2,3.0,NW,41.61,-96.43,41.6106,-96.4013,0
2008,May,6,GEORGIA,FFC,5.32,150.0,5,3.0,SSE,32.3399,-82.5803,32.33,-82.49,1
2008,May,6,GEORGIA,FFC,2.34,150.0,4,4.0,NNE,32.33,-82.49,32.33,-82.45,0
2008,May,3,GEORGIA,FFC,1.01,150.0,2,1.0,S,33.0655,-84.93,33.0756,-84.9172,0
2008,May,3,GEORGIA,FFC,1.74,300.0,2,5.0,SSE,33.1098,-84.8902,33.125,-84.8662,0
2008,May,5,GEORGIA,FFC,1.0,100.0,1,0.0,E,32.75,-83.63,32.75,-83.6214,0
2008,May,7,NORTH CAROLINA,AKQ,4.33,300.0,7,1.0,ENE,36.2043,-76.8241,36.244,-76.7641,0
2008,May,7,NORTH CAROLINA,AKQ,4.84,300.0,8,2.0,S,36.244,-76.7641,36.2769,-76.6873,0
2008,May,4,TEXAS,EWX,0.25,30.0,2,2.0,SSE,30.7241,-98.2009,30.7265,-98.1977,0
2008,May,5,GEORGIA,FFC,19.45,100.0,19,10.0,S,32.74,-83.32,32.7385,-82.9854,0
2008,May,5,GEORGIA,FFC,8.22,581.0,6,6.0,WNW,32.71,-82.85,32.7373,-82.7123,1
2008,April,16,MISSISSIPPI,JAN,4.17,75.0,7,1.0,NNE,32.8897,-89.3762,32.9313,-89.324,1
2008,May,1,NORTH CAROLINA,GSP,9.36,75.0,13,1.0,S,35.2535,-81.1765,35.278,-81.0133,1
2008,May,15,NORTH CAROLINA,GSP,0.1,20.0,0,12.0,SSE,35.5895,-81.6182,35.5895,-81.6182,0
2008,May,5,MISSOURI,SGF,0.35,100.0,1,1.0,NNW,36.9596,-92.6551,36.9644,-92.6531,1
2008,May,17,MISSOURI,SGF,3.02,440.0,5,5.0,NE,37.1832,-94.2185,37.182,-94.1636,1
2008,April,14,MISSISSIPPI,JAN,10.31,50.0,19,3.0,SSE,31.9761,-90.6927,32.0477,-90.5383,1
2008,May,19,TEXAS,EWX,0.1,10.0,0,7.0,N,31.0022,-98.2101,31.0022,-98.2101,0
2008,May,5,GEORGIA,FFC,11.23,440.0,12,2.0,NE,33.0259,-82.7738,33.02,-82.58,1
2008,May,15,NORTH CAROLINA,GSP,0.1,20.0,0,1.0,NE,35.5398,-81.4102,35.5398,-81.4102,0
2008,May,16,KANSAS,ICT,0.35,50.0,1,1.0,N,37.187,-95.096,37.1886,-95.0899,0
2008,May,15,CALIFORNIA,SGX,0.89,20.0,6,3.0,SSE,33.8399,-117.23,33.8358,-117.2446,0
2008,May,17,MISSOURI,SGF,15.62,200.0,24,2.0,NNE,36.8593,-94.0612,36.8184,-93.7833,1
2008,May,17,MISSOURI,SGF,3.77,800.0,4,0.0,S,36.8143,-93.7811,36.79,-93.72,0
2008,May,16,MISSOURI,SGF,30.89,1760.0,37,5.0,SW,36.9278,-94.6186,36.8688,-94.0644,1
2008,May,16,KANSAS,GLD,5.0,100.0,7,18.0,SSE,38.7093,-100.352,38.7762,-100.3875,0
2008,May,16,OKLAHOMA,TSA,8.0,400.0,13,6.0,SW,34.7686,-95.6048,34.7591,-95.5143,1
2008,May,16,OKLAHOMA,OUN,2.8,20.0,4,5.0,NNW,35.6369,-97.5841,35.6101,-97.5296,0
2008,May,16,MINNESOTA,DLH,4.0,25.0,10,2.0,N,47.079,-94.38,47.079,-94.38,0
2008,May,15,CALIFORNIA,SGX,0.96,20.0,8,1.0,WNW,33.8744,-117.2708,33.8668,-117.2848,0
2008,May,13,ARKANSAS,MEG,3.38,150.0,4,1.0,SE,35.6899,-90.2371,35.7283,-90.1997,1
2008,May,3,GEORGIA,FFC,0.06,100.0,1,7.0,E,33.58,-84.9584,33.58,-84.9574,1
2008,May,3,GEORGIA,FFC,0.06,100.0,1,0.0,N,33.55,-85.23,33.55,-85.229,1
2008,May,5,GEORGIA,FFC,0.39,200.0,1,1.0,N,32.3645,-82.8,32.3634,-82.7934,1
2008,May,6,GEORGIA,CAE,5.39,60.0,4,3.0,E,33.022,-82.194,33.0293,-82.2866,0
2008,May,21,MISSISSIPPI,MEG,5.45,100.0,11,4.0,WNW,34.1422,-90.0146,34.113,-89.926,1
2008,May,17,NORTH CAROLINA,MHX,1.11,100.0,2,1.0,SW,34.87,-77.24,34.8751,-77.2215,1
2008,May,17,OKLAHOMA,TSA,1.5,200.0,2,2.0,NNW,34.4225,-95.4288,34.4066,-95.4109,0
2008,June,14,WYOMING,UNR,0.25,50.0,1,3.0,WNW,44.302,-105.551,44.302,-105.551,0
2008,May,16,OKLAHOMA,TSA,2.3,200.0,2,5.0,E,36.95,-94.6985,36.9504,-94.67,0
2008,May,4,GEORGIA,FFC,17.42,100.0,21,3.0,NE,32.8215,-83.7841,32.75,-83.63,1
2008,May,4,GEORGIA,FFC,4.77,100.0,8,4.0,N,33.6079,-84.23,33.5901,-84.1499,0
2008,May,0,OHIO,CLE,2.5,100.0,4,1.0,SSW,41.1593,-83.3831,41.1374,-83.4213,1
2008,June,23,OHIO,ILN,0.17,25.0,3,0.0,S,39.3133,-83.8192,39.3129,-83.8161,0
2008,May,17,OKLAHOMA,OUN,1.0,100.0,5,3.0,W,36.15,-97.4338,36.1279,-97.4462,0
2008,May,19,ARKANSAS,MEG,2.84,500.0,5,3.0,SSW,35.1925,-91.0419,35.1951,-90.9916,0
2008,June,16,WYOMING,UNR,0.02,10.0,1,17.0,NNE,44.9614,-105.569,44.9614,-105.569,0
2008,May,10,ARKANSAS,LZK,11.01,200.0,20,1.0,SW,34.6111,-92.0297,34.7102,-91.8781,1
2008,May,5,GEORGIA,FFC,17.01,440.0,21,4.0,S,33.02,-82.58,33.022,-82.24,1
2008,May,20,MISSISSIPPI,MEG,0.3,30.0,1,2.0,SW,34.2626,-90.3005,34.2655,-90.2965,0
2008,May,21,MISSISSIPPI,MEG,3.26,50.0,6,4.0,N,34.113,-89.926,34.0959,-89.873,0
2008,May,4,GEORGIA,FFC,9.0,100.0,13,9.0,WNW,33.6199,-84.1645,33.57,-84.02,0
2008,May,16,OKLAHOMA,TSA,8.2,200.0,18,4.0,WNW,34.9022,-96.0152,34.93,-95.8477,1
2008,May,17,OKLAHOMA,OUN,1.6,100.0,5,3.0,NE,34.5707,-95.7027,34.5649,-95.6669,0
2008,May,16,OKLAHOMA,TSA,0.1,50.0,0,3.0,S,35.0766,-95.67,35.0766,-95.67,0
2008,May,17,NORTH CAROLINA,MHX,3.87,100.0,4,2.0,SSE,34.8751,-77.2215,34.8865,-77.1546,0
2008,May,10,ARKANSAS,LZK,12.56,300.0,16,1.0,WSW,34.4116,-92.4916,34.4932,-92.2946,1
2008,May,16,OKLAHOMA,TSA,5.5,100.0,10,11.0,NW,35.0326,-95.4574,34.9814,-95.3949,0
2008,May,17,KANSAS,DDC,1.0,100.0,2,1.0,NE,37.9808,-98.9549,37.9877,-98.9387,0
2008,May,17,KANSAS,DDC,0.3,25.0,1,4.0,S,37.5576,-99.0309,37.5607,-99.0253,0
2008,May,17,OKLAHOMA,TSA,1.9,100.0,4,6.0,W,34.5661,-95.6719,34.5685,-95.6392,0
2008,May,15,MINNESOTA,MPX,4.35,220.0,7,1.0,WNW,45.179,-93.02,45.168,-92.932,1
2008,June,16,COLORADO,BOU,0.1,50.0,0,5.0,ENE,40.24,-103.32,40.24,-103.32,0
2008,May,18,IOWA,FSD,4.06,200.0,8,6.0,SSE,43.243,-96.3797,43.2954,-96.4163,0
2008,May,16,OKLAHOMA,TSA,0.1,50.0,0,3.0,NE,35.4607,-95.4823,35.4607,-95.4823,0
2008,May,16,WISCONSIN,MPX,0.14,50.0,1,4.0,SW,45.2097,-92.7473,45.2108,-92.745,0
2008,May,5,GEORGIA,FFC,13.79,250.0,6,3.0,SSW,32.6111,-83.0806,32.6031,-82.8439,1
2008,May,10,ARKANSAS,LZK,21.96,200.0,32,2.0,SSE,34.1459,-92.5707,34.3076,-92.2398,1
2008,May,21,INDIANA,IND,3.1,150.0,5,1.0,ENE,39.8333,-86.0098,39.8215,-85.9531,1
2008,July,17,PENNSYLVANIA,CTP,0.28,50.0,1,0.0,SE,41.7675,-79.1165,41.7647,-79.1125,0
2008,May,16,OKLAHOMA,TSA,0.5,75.0,2,2.0,SW,34.9147,-95.7887,34.9198,-95.7825,0
2008,May,21,INDIANA,IND,4.0,100.0,4,2.0,WSW,39.8218,-85.9531,39.8112,-85.8782,1
2008,May,7,ARKANSAS,LZK,8.11,880.0,11,1.0,ENE,35.3059,-92.6035,35.3682,-92.4816,1
2008,May,19,OKLAHOMA,OUN,4.7,125.0,6,9.0,NNW,36.9503,-99.6923,36.9964,-99.63,0
2008,May,7,ARKANSAS,LZK,15.4,1600.0,22,4.0,WSW,35.3682,-92.4816,35.4864,-92.2497,1
2008,June,18,VIRGINIA,LWX,6.08,100.0,5,1.0,NW,38.46,-77.73,38.42,-77.63,0
2008,June,19,ILLINOIS,ILX,3.68,150.0,9,4.0,NNW,40.5777,-89.2688,40.5954,-89.2026,0
2008,June,19,ILLINOIS,ILX,0.71,150.0,3,2.0,S,40.5954,-89.2026,40.6017,-89.192,0
2008,June,18,IOWA,DMX,1.21,60.0,2,4.0,S,42.0187,-95.5925,42.0272,-95.572,0
2008,June,16,ILLINOIS,PAH,0.2,30.0,1,5.0,E,38.32,-88.8078,38.32,-88.8041,0
2008,June,18,KANSAS,ICT,0.72,50.0,1,3.0,WNW,38.7594,-98.2765,38.766,-98.266,0
2008,June,17,KANSAS,ICT,2.49,100.0,5,7.0,SW,38.6895,-98.4782,38.7004,-98.4342,0
2008,June,17,KANSAS,ICT,0.68,50.0,1,1.0,NE,38.53,-98.92,38.5318,-98.9077,0
2008,June,19,KANSAS,ICT,0.75,50.0,1,1.0,W,38.5677,-98.3473,38.5696,-98.3336,0
2008,May,6,GEORGIA,FFC,2.71,880.0,2,4.0,WSW,32.73,-82.45,32.7528,-82.412,1
2008,June,17,KANSAS,ICT,7.54,75.0,10,2.0,WNW,38.6344,-98.6037,38.6882,-98.482,0
2008,May,16,WISCONSIN,MPX,0.92,50.0,1,7.0,NW,45.2044,-92.7641,45.2097,-92.7473,0
2008,May,7,GEORGIA,CHS,2.25,300.0,2,2.0,SW,32.26,-81.74,32.26,-81.68,1
2008,May,8,GEORGIA,CHS,11.0,700.0,15,2.0,WSW,31.41,-81.46,31.4,-81.3,1
2008,May,18,ILLINOIS,ILX,0.88,100.0,2,4.0,WNW,39.5671,-89.9273,39.5621,-89.8987,0
2008,June,15,ILLINOIS,LOT,0.91,20.0,2,3.0,E,40.9747,-88.6805,40.9813,-88.6654,0
2008,June,16,ILLINOIS,LOT,3.66,150.0,13,3.0,NE,41.3972,-87.8465,41.4261,-87.7873,1
2008,March,20,GEORGIA,CHS,7.0,440.0,9,2.0,NNE,32.39,-81.31,32.37,-81.21,1
2008,May,6,GEORGIA,CHS,1.7,1200.0,2,1.0,W,32.75,-81.99,32.76,-81.97,0
2008,March,13,TEXAS,CRP,2.34,100.0,20,1.0,SSW,27.6881,-97.3845,27.6953,-97.3472,0
2008,May,18,ILLINOIS,ILX,3.9,100.0,6,3.0,W,39.5783,-90.0014,39.5671,-89.9273,1
2008,May,7,MISSISSIPPI,MEG,7.56,200.0,18,2.0,WSW,34.2599,-88.7935,34.3176,-88.6809,1
2008,May,4,GEORGIA,FFC,0.97,100.0,2,3.0,N,33.5662,-84.02,33.5634,-84.0034,0
2008,May,15,MINNESOTA,MPX,1.61,220.0,3,1.0,NNW,45.18,-93.053,45.179,-93.02,1
2008,May,16,WISCONSIN,MPX,3.51,50.0,5,1.0,SSE,45.185,-92.125,45.2077,-92.0604,1
2008,June,13,VIRGINIA,LWX,4.01,150.0,16,3.0,N,38.96,-77.92,38.94,-77.85,0
2008,May,5,GEORGIA,FFC,5.37,100.0,4,1.0,ESE,32.7472,-83.4121,32.74,-83.32,1
2008,June,16,NORTH CAROLINA,MHX,0.16,20.0,2,2.0,E,35.0,-77.4647,35.0006,-77.4619,0
2008,June,13,FLORIDA,MFL,0.01,10.0,0,2.0,SSE,25.8476,-80.119,25.8476,-80.119,0
2008,June,13,FLORIDA,MFL,0.05,10.0,1,1.0,ESE,26.464,-80.0576,26.464,-80.0576,0
2008,June,8,MINNESOTA,FGF,9.18,450.0,14,2.0,WSW,46.82,-95.06,46.9507,-95.025,1
2008,June,13,INDIANA,IND,0.39,50.0,2,1.0,WNW,39.5277,-86.2682,39.5263,-86.261,0
2008,June,16,WISCONSIN,ARX,0.39,50.0,2,0.0,WNW,43.4814,-90.9078,43.4834,-90.9005,0
2008,June,8,MINNESOTA,FGF,4.93,450.0,6,1.0,E,46.75,-95.08,46.82,-95.06,1
2008,June,18,INDIANA,IND,0.27,20.0,7,1.0,ESE,40.3245,-87.2656,40.3255,-87.2606,0
2008,June,12,WISCONSIN,ARX,0.1,30.0,1,3.0,NE,43.06,-90.9,43.0617,-90.8939,0
2008,June,19,INDIANA,IND,3.02,175.0,4,1.0,W,39.35,-86.6844,39.366,-86.6317,0
2008,June,19,KANSAS,GID,0.1,50.0,0,3.0,S,39.53,-98.69,39.53,-98.69,0
2008,June,13,WISCONSIN,MKX,3.37,50.0,4,3.0,NNW,42.7243,-88.135,42.753,-88.0813,0
2008,June,20,INDIANA,IND,6.75,150.0,18,4.0,WSW,39.4596,-85.6295,39.5015,-85.5123,1
2008,June,12,MINNESOTA,FGF,0.25,40.0,2,3.0,E,47.35,-96.76,47.35,-96.76,0
2008,June,20,TEXAS,LUB,0.17,50.0,0,11.0,NNE,34.5171,-100.9761,34.5171,-100.9761,0
2008,June,16,TEXAS,LUB,0.01,50.0,0,15.0,NNE,34.2206,-100.1997,34.2206,-100.1997,0
2008,May,17,SOUTH CAROLINA,CHS,12.0,1760.0,14,1.0,ENE,32.69,-80.2,32.68,-80.01,1
2008,June,16,ILLINOIS,LOT,2.16,400.0,3,1.0,SSE,41.3635,-87.9193,41.3821,-87.8857,0
2008,June,17,ILLINOIS,LOT,1.97,75.0,5,1.0,E,41.4828,-87.6573,41.5025,-87.6299,1
2008,June,13,WISCONSIN,ARX,0.25,50.0,1,1.0,NE,42.8361,-90.5116,42.8361,-90.5116,0
2008,May,22,ALABAMA,HUN,1.6,250.0,5,3.0,W,34.884,-87.9492,34.8903,-87.922,1
2008,May,22,ALABAMA,HUN,1.0,250.0,3,2.0,W,34.9684,-87.2645,34.9671,-87.2469,0
2008,June,17,ILLINOIS,LOT,0.44,50.0,1,1.0,ENE,41.5725,-87.5339,41.5743,-87.5257,0
2008,June,17,ILLINOIS,LOT,2.42,150.0,6,3.0,NW,41.4436,-87.7698,41.4698,-87.7387,1
2008,June,18,ILLINOIS,LOT,3.42,200.0,5,7.0,SSW,40.7791,-88.8998,40.8106,-88.8494,0
2008,June,15,ILLINOIS,LOT,3.59,40.0,14,2.0,SSE,41.0495,-88.5465,41.093,-88.5089,0
2008,June,17,INDIANA,ILN,0.71,50.0,5,3.0,S,39.0201,-84.9593,39.0181,-84.9499,0
2008,June,15,MARYLAND,PHI,2.24,50.0,4,2.0,SSE,38.7083,-75.9336,38.7111,-75.8922,1
2008,June,17,SOUTH DAKOTA,UNR,0.04,15.0,0,3.0,N,43.3484,-103.2124,43.3484,-103.2124,0
2008,June,17,KANSAS,ICT,3.53,75.0,6,4.0,E,38.2732,-96.7518,38.2856,-96.6886,0
2008,June,18,KANSAS,ICT,7.96,75.0,12,3.0,N,38.3072,-96.5218,38.402,-96.4383,0
2008,May,17,TEXAS,SJT,0.1,50.0,3,0.0,N,31.2,-99.58,31.2,-99.58,0
2008,May,16,OKLAHOMA,TSA,0.1,50.0,0,4.0,NE,36.3409,-95.2692,36.3409,-95.2692,0
2008,May,18,ARKANSAS,LZK,14.05,1320.0,17,1.0,WNW,34.4869,-91.5949,34.4313,-91.3577,1
2008,May,16,KANSAS,GLD,14.5,400.0,29,8.0,W,39.5686,-100.6078,39.7688,-100.5866,1
2008,May,16,OKLAHOMA,TSA,24.0,1760.0,29,10.0,WNW,36.9924,-95.0345,36.9278,-94.6186,1
2008,May,16,OKLAHOMA,OUN,4.1,120.0,7,2.0,WNW,35.5183,-97.6646,35.5255,-97.6036,1
2008,May,10,ARKANSAS,LZK,0.89,50.0,2,3.0,N,34.1397,-92.5842,34.1459,-92.5707,0
2008,May,11,ARKANSAS,LZK,2.55,200.0,6,1.0,SW,34.7743,-91.7574,34.7908,-91.7173,1
2008,May,12,ARKANSAS,LZK,0.35,50.0,1,3.0,WSW,34.9556,-91.2622,34.9596,-91.2582,0
2008,May,18,ARKANSAS,LZK,2.46,400.0,4,2.0,S,34.4986,-91.7226,34.4994,-91.6794,0
2008,May,18,ARKANSAS,LZK,0.23,400.0,1,8.0,SSW,34.4994,-91.6794,34.5006,-91.6756,0
2008,May,16,OKLAHOMA,TSA,5.0,500.0,5,9.0,NNW,36.9982,-95.1415,36.9924,-95.0345,1
2008,May,23,ALABAMA,BMX,2.53,75.0,4,4.0,N,33.875,-87.0631,33.8893,-87.0225,0
2008,May,16,TEXAS,SJT,0.1,50.0,3,5.0,W,32.33,-100.54,32.33,-100.54,0
2008,May,16,TEXAS,SJT,0.1,50.0,2,3.0,SE,32.34,-100.4,32.34,-100.4,0
2008,May,15,TEXAS,LUB,0.23,100.0,1,2.0,N,33.6148,-101.8428,33.6154,-101.8388,1
2008,May,17,OKLAHOMA,TSA,0.5,100.0,0,5.0,SE,34.6188,-95.0378,34.6188,-95.0378,0
2008,May,22,ALABAMA,BMX,25.46,400.0,35,3.0,SW,34.2396,-88.1647,34.1963,-87.7222,1
2008,May,17,TEXAS,SJT,1.01,85.0,3,2.0,SSW,31.126,-99.397,31.131,-99.381,1
2008,May,4,GEORGIA,FFC,2.77,100.0,5,4.0,NE,33.6209,-84.2809,33.6132,-84.2337,1
2008,May,15,CALIFORNIA,SGX,2.8,75.0,21,0.0,NW,33.8829,-117.2549,33.857,-117.2924,1
2008,May,1,ALABAMA,BMX,3.78,1000.0,4,3.0,W,33.644,-85.638,33.636,-85.573,1
2008,May,1,ALABAMA,BMX,2.29,150.0,3,4.0,SSE,33.6459,-85.5045,33.6441,-85.4648,0
2008,May,15,OKLAHOMA,OUN,0.5,30.0,1,5.0,ESE,34.8023,-97.1786,34.8023,-97.1786,0
2008,June,13,COLORADO,BOU,0.1,50.0,5,3.0,SW,39.6393,-102.8899,39.6393,-102.8899,0
2008,May,10,ARKANSAS,LZK,3.09,300.0,7,3.0,SSW,34.4932,-92.2946,34.5116,-92.2453,1
2008,May,16,TEXAS,MAF,2.68,50.0,3,7.0,W,31.4,-102.4687,31.436,-102.4519,0
2008,May,15,OKLAHOMA,OUN,3.4,120.0,5,1.0,E,35.5,-97.7222,35.5,-97.66,0
2008,May,18,OKLAHOMA,OUN,0.1,20.0,0,1.0,NW,35.5002,-97.2826,35.5002,-97.2826,0
2008,May,19,OKLAHOMA,TSA,0.1,75.0,0,1.0,NE,36.3402,-96.7873,36.3402,-96.7873,0
2008,May,8,LOUISIANA,LIX,2.5,100.0,6,4.0,ENE,30.7422,-90.0178,30.756,-89.9789,1
2008,May,16,OKLAHOMA,OUN,1.8,25.0,4,1.0,SE,35.1449,-97.4737,35.15,-97.4446,0
2008,May,15,MINNESOTA,MPX,6.0,100.0,12,2.0,NNW,45.2,-93.34,45.18,-93.22,1
2008,May,16,MINNESOTA,MPX,1.04,50.0,2,3.0,WSW,45.1835,-92.831,45.1808,-92.81,0
2008,May,17,TEXAS,MAF,0.69,50.0,2,11.0,SSE,30.87,-102.59,30.88,-102.59,0
2008,May,16,OKLAHOMA,OUN,2.8,25.0,6,3.0,WNW,35.1539,-97.4309,35.1617,-97.39,0
2008,May,20,KANSAS,DDC,4.4,125.0,5,12.0,S,37.003,-99.6664,37.0587,-99.6448,0
2008,May,16,OKLAHOMA,TSA,11.0,580.0,20,5.0,SW,34.7591,-95.5143,34.7,-95.2971,1
2008,May,20,KANSAS,GID,2.39,200.0,9,7.0,S,39.1327,-99.45,39.17,-99.43,0
2008,May,12,ALABAMA,BMX,5.68,100.0,10,3.0,SW,33.865,-87.733,33.8848,-87.6369,0
2008,May,12,ALABAMA,BMX,5.36,50.0,9,3.0,SSW,33.8848,-87.6391,33.902,-87.548,0
2008,May,13,ALABAMA,BMX,2.57,600.0,5,6.0,NE,33.9718,-87.1825,33.976,-87.138,1
2008,June,14,WISCONSIN,MKX,0.38,25.0,1,2.0,SW,43.2643,-90.0778,43.2641,-90.0703,0
